itin_validatingcarrier,OBL_originairportcode,OBL_destinationairportcode,OBL_flightNumber,OBL_departdate,OBL_departtime,OBL_arrivedate,OBL_arrivetime,IBL_originairportcode,IBL_destinationairportcode,IBL_flightnumber,IBL_departdate,IBL_departtime,IBL_arrivedate,IBL_arrivetime,itin_cabin,itin_bookingcode,itin_totalamount,taxbreakdown,yq_val,yr_val,itin_true_tax_amount
"AC","LGA","YYZ","703","20250531","725","20250531","907","YYZ","EWR","3489","20250605","730","20250605","904","E","G","274.39","USD:AY 5.60|US 13.50|XA 3.71|XF 4.50|XY 7.00|YC 7.20|CA 12.20|SQ 26.80|ZP 10.40|RC 3.48","0.0","0.0","94.39"
"AC","JFK","YYZ","8551","20250525","655","20250525","841","YYZ","EWR","8872","20250529","630","20250529","809","E","K","273.32","USD:AY 5.60|US 13.43|XA 3.71|XF 4.50|XY 7.00|YC 7.20|CA 12.20|SQ 26.80|ZP 10.40|RC 3.48","0.0","0.0","94.32"
"AC","LGA","YYZ","701","20250525","600","20250525","740","YYZ","EWR","1392","20250529","835","20250529","1013","E","G","274.39","USD:AY 5.60|US 13.50|XA 3.71|XF 4.50|XY 7.00|YC 7.20|CA 12.20|SQ 26.80|ZP 10.40|RC 3.48","0.0","0.0","94.39"
"B6","JFK","GEO","1915","20250826","629","20250826","1204","GEO","JFK","1966","20250909","2315","20250910","500","E","M","671.41","USD:AY 5.60|US 45.80|XA 3.71|XF 4.50|XY 7.00|YC 7.20|I1 20.40|I4 16.60|WE 30.60","0.0","0.0","141.41"
"AC","JFK","YYZ","8551","20250521","655","20250521","841","YYZ","JFK","8556","20250523","2055","20250523","2245","E","G","188.39","USD:AY 5.60|US 7.50|XA 3.71|XF 4.50|XY 7.00|YC 7.20|CA 12.20|SQ 26.80|ZP 10.40|RC 3.48","0.0","0.0","88.39"
"UA","EWR","YYZ","3553","20250521","731","20250521","919","YYZ","EWR","8656","20250523","835","20250523","1013","E","G","312.02","USD:AY 5.60|US 16.13|XA 3.71|XF 4.50|XY 7.00|YC 7.20|CA 12.20|SQ 26.80|ZP 10.40|RC 3.48","0.0","0.0","97.02"
"AC","EWR","YYZ","8881","20250521","1630","20250521","1809","YYZ","LGA","700","20250523","615","20250523","745","E","T","393.72","USD:AY 5.60|US 21.83|XA 3.71|XF 4.50|XY 7.00|YC 7.20|CA 12.20|SQ 26.80|ZP 10.40|RC 3.48","0.0","0.0","102.72"
"TS","EWR","YTZ","7359","20250520","855","20250520","1035","YTZ","EWR","7442","20250522","1500","20250522","1630","E","W","371.04","USD:AY 5.60|US 20.70|XA 3.71|XF 4.50|XY 7.00|YC 7.20|CA 12.20|SQ 21.00|ZP 10.40|RC 2.73","0.0","0.0","95.04"
"UA","LGA","YYZ","8469","20250520","830","20250520","1010","YYZ","EWR","3711","20250522","2000","20250522","2148","E","T","387.27","USD:AY 5.60|US 21.38|XA 3.71|XF 4.50|XY 7.00|YC 7.20|CA 12.20|SQ 26.80|ZP 10.40|RC 3.48","0.0","0.0","102.27"
"UA","LGA","YYZ","8024","20250520","2045","20250520","2227","YYZ","LGA","8238","20250522","1915","20250522","2051","E","T","392.64","USD:AY 5.60|US 21.75|XA 3.71|XF 4.50|XY 7.00|YC 7.20|CA 12.20|SQ 26.80|ZP 10.40|RC 3.48","0.0","0.0","102.64"
"UA","EWR","YYZ","8505","20250520","630","20250520","816","YYZ","EWR","8664","20250522","1130","20250522","1309","E","L","443.17","USD:AY 5.60|US 25.28|XA 3.71|XF 4.50|XY 7.00|YC 7.20|CA 12.20|SQ 26.80|ZP 10.40|RC 3.48","0.0","0.0","106.17"
"UA","LGA","YYZ","8449","20250520","1420","20250520","1602","YYZ","LGA","8422","20250522","1420","20250522","1556","E","T","467.89","USD:AY 5.60|US 27.00|XA 3.71|XF 4.50|XY 7.00|YC 7.20|CA 12.20|SQ 26.80|ZP 10.40|RC 3.48","0.0","0.0","107.89"
"UA","LGA","YYZ","8233","20250520","1645","20250520","1825","YYZ","LGA","8542","20250522","750","20250522","926","E","W","477.57","USD:AY 5.60|US 27.68|XA 3.71|XF 4.50|XY 7.00|YC 7.20|CA 12.20|SQ 26.80|ZP 10.40|RC 3.48","0.0","0.0","108.57"
"UA","EWR","YYZ","3557","20250520","1655","20250520","1900","YYZ","LGA","8146","20250522","2100","20250522","2236","E","W","478.64","USD:AY 5.60|US 27.75|XA 3.71|XF 4.50|XY 7.00|YC 7.20|CA 12.20|SQ 26.80|ZP 10.40|RC 3.48","0.0","0.0","108.64"
"AA","JFK","YYZ","4558","20250520","2110","20250520","2300","YYZ","JFK","4552","20250522","1055","20250522","1239","E","L","533.47","USD:AY 5.60|US 31.58|XA 3.71|XF 4.50|XY 7.00|YC 7.20|CA 12.20|SQ 26.80|ZP 10.40|RC 3.48","0.0","0.0","112.47"
"AS","JFK","LHR","5258","20250513","1845","20250514","650","LHR","JFK","6907","20250528","1700","20250528","1955","E","M","1223.31","USD:AY 5.60|US 45.80|XA 3.71|XF 4.50|XY 7.00|YC 7.20|GB 119.70|UB 68.80","0.0","0.0","262.31"
"EI","EWR","LHR","8888","20250513","2125","20250514","930","LHR","JFK","8875","20250528","1000","20250528","1245","E","M","1921.31","USD:AY 5.60|US 45.80|XA 3.71|XF 4.50|XY 7.00|YC 7.20|GB 119.70|UB 68.80|YQ 385.00","385.0","0.0","262.30999999999995"
"UA","LGA","YYZ","8231","20250531","1140","20250531","1320","YYZ","LGA","8572","20250602","615","20250602","750","E","G","263.64","USD:AY 5.60|US 12.75|XA 3.71|XF 4.50|XY 7.00|YC 7.20|CA 12.20|SQ 26.80|ZP 10.40|RC 3.48","0.0","0.0","93.64"
"UA","LGA","YYZ","8024","20250531","2045","20250531","2227","YYZ","LGA","8542","20250602","750","20250602","926","E","G","263.64","USD:AY 5.60|US 12.75|XA 3.71|XF 4.50|XY 7.00|YC 7.20|CA 12.20|SQ 26.80|ZP 10.40|RC 3.48","0.0","0.0","93.64"
"UA","EWR","YYZ","8430","20250531","1100","20250531","1246","YYZ","LGA","8230","20250602","1655","20250602","1831","E","G","269.02","USD:AY 5.60|US 13.13|XA 3.71|XF 4.50|XY 7.00|YC 7.20|CA 12.20|SQ 26.80|ZP 10.40|RC 3.48","0.0","0.0","94.02"
"UA","EWR","YYZ","8432","20250531","1630","20250531","1815","YYZ","LGA","8542","20250602","750","20250602","926","E","G","269.02","USD:AY 5.60|US 13.13|XA 3.71|XF 4.50|XY 7.00|YC 7.20|CA 12.20|SQ 26.80|ZP 10.40|RC 3.48","0.0","0.0","94.02"
"UA","EWR","YYZ","8436","20250531","1355","20250531","1538","YYZ","LGA","8542","20250602","750","20250602","926","E","G","269.02","USD:AY 5.60|US 13.13|XA 3.71|XF 4.50|XY 7.00|YC 7.20|CA 12.20|SQ 26.80|ZP 10.40|RC 3.48","0.0","0.0","94.02"
"UA","EWR","YYZ","3555","20250531","956","20250531","1144","YYZ","LGA","8146","20250602","2100","20250602","2236","E","G","269.02","USD:AY 5.60|US 13.13|XA 3.71|XF 4.50|XY 7.00|YC 7.20|CA 12.20|SQ 26.80|ZP 10.40|RC 3.48","0.0","0.0","94.02"
"TS","EWR","YTZ","7362","20250531","1200","20250531","1340","YTZ","EWR","7474","20250602","1930","20250602","2100","E","Q","287.19","USD:AY 5.60|US 14.85|XA 3.71|XF 4.50|XY 7.00|YC 7.20|CA 12.20|SQ 21.00|ZP 10.40|RC 2.73","0.0","0.0","89.19"
"AA","JFK","YYZ","4552","20250531","815","20250531","1015","YYZ","LGA","4556","20250602","1515","20250602","1650","E","O","333.52","USD:AY 5.60|US 17.63|XA 3.71|XF 4.50|XY 7.00|YC 7.20|CA 12.20|SQ 26.80|ZP 10.40|RC 3.48","0.0","0.0","98.52"
"UA","LGA","YYZ","8239","20250531","1945","20250531","2127","YYZ","LGA","8238","20250602","1925","20250602","2059","E","G","338.89","USD:AY 5.60|US 18.00|XA 3.71|XF 4.50|XY 7.00|YC 7.20|CA 12.20|SQ 26.80|ZP 10.40|RC 3.48","0.0","0.0","98.89"
"UA","LGA","YYZ","8573","20250531","1030","20250531","1212","YYZ","LGA","8230","20250602","1655","20250602","1831","E","G","338.89","USD:AY 5.60|US 18.00|XA 3.71|XF 4.50|XY 7.00|YC 7.20|CA 12.20|SQ 26.80|ZP 10.40|RC 3.48","0.0","0.0","98.89"
"UA","EWR","YYZ","3555","20250531","956","20250531","1144","YYZ","LGA","8542","20250602","750","20250602","926","E","G","344.27","USD:AY 5.60|US 18.38|XA 3.71|XF 4.50|XY 7.00|YC 7.20|CA 12.20|SQ 26.80|ZP 10.40|RC 3.48","0.0","0.0","99.27"
"UA","EWR","YYZ","3555","20250531","956","20250531","1144","YYZ","LGA","8146","20250602","2100","20250602","2236","E","G","344.27","USD:AY 5.60|US 18.38|XA 3.71|XF 4.50|XY 7.00|YC 7.20|CA 12.20|SQ 26.80|ZP 10.40|RC 3.48","0.0","0.0","99.27"
"UA","EWR","YYZ","8432","20250531","1630","20250531","1815","YYZ","LGA","8542","20250602","750","20250602","926","E","G","344.27","USD:AY 5.60|US 18.38|XA 3.71|XF 4.50|XY 7.00|YC 7.20|CA 12.20|SQ 26.80|ZP 10.40|RC 3.48","0.0","0.0","99.27"
"UA","EWR","YYZ","8436","20250531","1355","20250531","1538","YYZ","LGA","8542","20250602","750","20250602","926","E","G","344.27","USD:AY 5.60|US 18.38|XA 3.71|XF 4.50|XY 7.00|YC 7.20|CA 12.20|SQ 26.80|ZP 10.40|RC 3.48","0.0","0.0","99.27"
"UA","EWR","YYZ","8430","20250531","1100","20250531","1246","YYZ","EWR","3460","20250602","1800","20250602","1948","E","G","349.64","USD:AY 5.60|US 18.75|XA 3.71|XF 4.50|XY 7.00|YC 7.20|CA 12.20|SQ 26.80|ZP 10.40|RC 3.48","0.0","0.0","99.64"
